"
                        Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.
                    ","
                        Durch Semikolon (;) getrennte Werte <br/> Semikolon am Anfang für leere erste Option setzen <br/> Leer lassen für freies Textfeld.
                    ",module,Magento_Customer
"
                        This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.
                    ","
                        Diese E-Mail wird anstelle der Standard-Willkommens-E-Mail versandt, nachdem das Konto bestätigt wurde. <br /><br />
                        Ausgewählte E-Mail-Vorlage basiert auf Theme-Fallback, wenn die Option ""Standard"" ausgewählt ist..
                    ",module,Magento_Customer
"
                        This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />
                        Email template chosen based on theme fallback when ""Default"" option is selected.
                    ","
                        Diese E-Mail wird anstelle der Standard-Willkommens-E-Mail versandt, wenn ein Kunde ohne Passwort angelegt wurde. <br /><br />
                        Ausgewählte E-Mail-Vorlage basiert auf Theme-Fallback, wenn die Option ""Standard"" ausgewählt ist.
                    ",module,Magento_Customer
"
                        Usage limit enforced for logged in customers only.
                    ","
                        Nutzungsbeschränkung nur für eingeloggte Kunden.
                    ",module,Magento_SalesRule
"
                        Your default logo will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If your pdf image is distorted, try to use larger file-size image.
                    ","
                        Dein vorgegebens Logo wird in PDF und HTML Dokumenten benutzt. (JPEG, TIFF, PNG) Sollte Deine Datei verzerrt angezeigt werden, versuchen sie die Dateigröße zu erhöhen.
                    ",module,Magento_Sales
"
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Warum für Finanzierung werben?</a><br/><strong>Gib Deinen Verkäufen einen Schub, indem Du für Finanzierung wirbst. </strong><br/>PayPal hilft, Deine Besucher in Käufer zu verwandeln, mit der Finanzierung von PayPal Credit&#174;. Deine Käufer haben mehr Zeit zu bezahlen, während Du im Voraus bezahlt wirst - ohne zusätzliche Kosten. Verwende PayPal's kostenlose Banner-Werbung, die es Dir ermöglicht, für PayPal Credit&#174 als Zahlungsoption zu werben, wenn Deine Kunden mit PayPal bezahlen. Das PayPal-Werbeprogramm hat gezeigt, dass es Zusätzliche Käufe erzeugt den Größe des durchschnittlichen Einkaufs Deiner Kunden um 15% oder mehr erhöht. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Details sehen</a>.
                ",module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Warum für Finanzierung werben?</a><br/><strong>Gib Deinen Verkäufen einen Schub, indem Du für Finanzierung wirbst. </strong><br/>PayPal hilft, Deine Besucher in Käufer zu verwandeln, mit der Finanzierung von PayPal Credit&#174;. Deine Käufer haben mehr Zeit zu bezahlen, während Du im Voraus bezahlt wirst - ohne zusätzliche Kosten. Verwende PayPal's kostenlose Banner-Werbung, die es Dir ermöglicht, für PayPal Credit&#174 als Zahlungsoption zu werben, wenn Deine Kunden mit PayPal bezahlen. Das PayPal-Werbeprogramm hat gezeigt, dass es Zusätzliche Käufe erzeugt den Größe des durchschnittlichen Einkaufs Deiner Kunden um 15% oder mehr erhöht. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Details sehen</a>.

                ",module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Warum für Finanzierung werben?</a><br/><strong>Gib Deinen Verkäufen einen Schub, indem Du für Finanzierung wirbst. </strong><br/>PayPal hilft, Deine Besucher in Käufer zu verwandeln, mit der Finanzierung von PayPal Credit&#174;. Deine Käufer haben mehr Zeit zu bezahlen, während Du im Voraus bezahlt wirst - ohne zusätzliche Kosten. Verwende PayPal's kostenlose Banner-Werbung, die es Dir ermöglicht, für PayPal Credit&#174 als Zahlungsoption zu werben, wenn Deine Kunden mit PayPal bezahlen. Das PayPal-Werbeprogramm hat gezeigt, dass es Zusätzliche Käufe erzeugt den Größe des durchschnittlichen Einkaufs Deiner Kunden um 15% oder mehr erhöht. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Details sehen</a>.
                ",module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Warum für Finanzierung werben?</a><br/><strong>Gib Deinen Verkäufen einen Schub, indem Du für Finanzierung wirbst. </strong><br/>PayPal hilft, Deine Besucher in Käufer zu verwandeln, mit der Finanzierung von PayPal Credit&#174;. Deine Käufer haben mehr Zeit zu bezahlen, während Du im Voraus bezahlt wirst - ohne zusätzliche Kosten. Verwende PayPal's kostenlose Banner-Werbung, die es Dir ermöglicht, für PayPal Credit&#174 als Zahlungsoption zu werben, wenn Deine Kunden mit PayPal bezahlen. Das PayPal-Werbeprogramm hat gezeigt, dass es Zusätzliche Käufe erzeugt den Größe des durchschnittlichen Einkaufs Deiner Kunden um 15% oder mehr erhöht. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">Details sehen</a>.
                ",module,Magento_Paypal
"
                    Please note that these settings apply to individual items in the cart, not to the entire cart.
                ","
                    Bitte beachte, dass diese Einstellungen für einzelne Artikel im Warenkorb gelten, nicht für den gesamten Warenkorb.
                ",module,Magento_CatalogInventory
"
                    See PayPal Feature Support details and list of supported regions
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.
                ","
                    Mehr zu PayPal Funktionalität Support Details und eine Liste der unterstützten Regionen
                    <a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">hier</a>.
                ",module,Magento_Paypal
"
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ","
                    Die Unterstützung von American Express Karten erfordert zusätzliche Vereinbarungen. Erfahre mehr auf <a href=""""http://www.paypal.com/amexupdate"""">http://www.paypal.com/amexupdate</a>.
                ",module,Magento_Paypal
    All Store Views,    Alle Store Views,module,Magento_Search
 [deleted], [gelöscht],module,Magento_Backend
 [deleted], [gelöscht],module,Magento_Sales
 Copy, Kopie,module,Magento_Newsletter
 Example: ,Beispiel:,module,Magento_Checkout
 for more information or , für weitere Informationen oder,module,Magento_Shipping
 is not available. You still can process offline actions., ist nicht verfügbar. Du kannst weiterhin Offline-Aktionen ausführen.,module,Magento_Payment
 is required., ist erforderlich.,module,Magento_Dhl
 is required., ist erforderlich.,module,Magento_Fedex
 is required., ist erforderlich.,module,Magento_OfflineShipping
 is required., ist erforderlich.,module,Magento_Ups
 is required., ist erforderlich,module,Magento_Usps
 item, Artikel,module,Magento_Checkout
 items, Artikel,module,Magento_Checkout
 to learn more., um mehr zu erfahren.,module,Magento_Paypal
" Transaction ID: ""%1""","Transaktions-ID: ""%1""",module,Magento_Theme
 unread), ungelesen),module,Magento_AdminNotification
-- All --,-- Alle --,module,Magento_Theme
-- First Please Select a Website --,-- Wähle bitte zunächst eine Website --,module,Magento_Theme
-- No Page --,-- Keine Seite --,module,FireGento_MageSetup
-- No Theme --,-- Kein Theme --,module,Magento_Theme
-- None --,-- Keine --,module,Magento_Theme
-- Please Select --,-- Bitte auswählen --,module,Magento_Theme
-- Please select --,-- Bitte auswählen --,module,Magento_Theme
-- Please Select a Category --,-- Bitte wähle eine Kategorie --,module,Magento_Theme
-- Please Select Billing Agreement--,-- Bitte wähle die Abrechnungsvereinbarung --,module,Magento_Theme
-- Select --,-- Auswählen --,module,Magento_Theme
--Please Select--,-- Bitte auswählen --,module,Magento_Theme
.,.,module,Magento_Theme
. ':',. ':',module,Magento_Shipping
’Internal Promotions’ for promotions field “Label”.,"""Interne Promotions"" für Promotionfeld ""Label""",module,Magento_Theme
"""%1"" cannot contain more than %2 lines.","""%1"" kann nicht aus mehr als %2 Zeilen bestehen.",module,Magento_Theme
"""%1"" contains non-alphabetic characters.","""%1"" enthält nicht-alphabetische Zeichen.",module,Magento_Theme
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" enthält nicht-alphabetische oder nicht-numerische Zeichen.",module,Magento_Theme
"""%1"" contains non-numeric characters.","""%1"" enthält nicht-numerische Zeichen.",module,Magento_Theme
"""%1"" coupon code is not valid.","""%1"" Gutscheincode ist ungültig.",module,Magento_Theme
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" Gutschein-Code wurde nicht angewendet. Rabatt gilt nicht für die ausgewählten Artikel.",module,Magento_Theme
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" Gutschein-Code wurde nicht angewendet. Rabatt gilt nicht für die ausgewählten Artikel.",module,Magento_Sales
"""%1"" does not fit the entered date format.","""%1"" passt nicht in das eingegebene Datumsformat.",module,Magento_Theme
"""%1"" exceeds the allowed file size.","""%1"" überschreitet die erlaubte Dateigröße.",module,Magento_Theme
"""%1"" height exceeds allowed value of %2 px.","Höhe von ""%1"" überschreitet den erlaubten Wert von %2 px.",module,Magento_Theme
"""%1"" invalid type entered.","""%1"" Ungültigen Typ eingegeben",module,Magento_Theme
"""%1"" is a required value.","""%1"" ist ein erforderlicher Wert.",module,Magento_Theme
"""%1"" is already present in %2.","""%1"" ist in %2 bereits vorhanden.",module,Magento_Theme
"""%1"" is an empty string.","""%1"" ist eine leere Zeichenfolge.",module,Magento_Theme
"""%1"" is longer than allowed.","""%1"" ist länger als erlaubt.",module,Magento_Theme
"""%1"" is not a valid date.","""%1"" ist kein gültiges Datum.",module,Magento_Theme
"""%1"" is not a valid email address.","""%1"" ist keine gültige E-Mail-Adresse.",module,Magento_Theme
"""%1"" is not a valid file extension.","""%1"" ist keine gültige Dateierweiterung.",module,Magento_Theme
"""%1"" is not a valid file.","""%1"" ist keine gültige Datei.",module,Magento_Theme
"""%1"" is not a valid hostname.","""%1"" ist kein gültiger Hostname.",module,Magento_Theme
"""%1"" is not a valid image format","""%1"" ist kein gültiges Bildformat",module,Magento_Theme
"""%1"" is not a valid image format.","""%1"" ist kein gültiges Bildformat.",module,Magento_Theme
"""%1"" is not a valid URL.","""%1"" ist keine gültige URL.",module,Magento_Theme
"""%1"" length must be equal or greater than %2 characters.","Länge von ""%1"" muss gleich oder mehr als %2 Zeichen sein.",module,Magento_Theme
"""%1"" length must be equal or less than %2 characters.","Länge von ""%1"" muss gleich oder weniger als %2 Zeichen sein.",module,Magento_Theme
"""%1"" section source is not supported","""%1"" Abschnittsquelle wird nicht unterstützt.",module,Magento_Theme
"""%1"" uses too many characters.","""%1"" verwendet zu viele Zeichen.",module,Magento_Theme
"""%1"" was copied to %2.","""%1"" wurde nach %2 kopiert.",module,Magento_Theme
"""%1"" was moved to %2.","""%1"" wurde nach %2 verschoben.",module,Magento_Theme
"""%1"" width exceeds allowed value of %2 px.","Breite von ""%1"" überschreitet den erlaubten Wert von %2 px.",module,Magento_Theme
"""Cap Reward Points Balance"" should be either a positive number or left empty.","""Belohnungspunkteguthaben"" sollte entweder eine positive Zahl oder leer sein.",module,Magento_Theme
"""Creditmemo Document Validation Error(s):\n"" .","""Gutschriftendokumentvalidierungsfehler:\n"" .",module,Magento_Sales
"""file"" parameter must be specified","""file"" Parameter muss angegeben sein",module,Magento_Theme
"""file"" parameter must be specified and must not be empty","""file"" Parameter muss angegeben sein und darf nicht leer sein",module,Magento_Theme
"""Invoice Document Validation Error(s):\n"" .","""Fehler bei der Gültigkeitsprüfung des Rechnungsdokuments:\n"".",module,Magento_Sales
"""Minimum Reward Points Balance"" should be either a positive number or left empty.","""Minimaler Belohnungspunktesaldo"" sollte eine positive Zahl oder leer sein.",module,Magento_Theme
"""Minimum Reward Points Balance"" should be less or equal to ""Cap Reward Points Balance"".","""Minimaler Belohnungspunktesaldo"" sollte kleiner oder gleich ""Maximaler Belohnungspunktesaldo"" sein.",module,Magento_Theme
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","""Benötigst Du einen neuen New Relic-Account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Hier klicken, um einen zu erhalten",module,Magento_Theme
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","""Benötigst Du einen neuen New Relic-Account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Hier klicken, um einen zu erhalten",module,Magento_NewRelicReporting
"""Per Order"" allows a single handling fee for the entire order. ""Per Package"" allows an individual handling fee for each package.","""Per Order"" ermöglicht eine einzige Bearbeitungsgebühr für den gesamten Auftrag. ""Per Package"" ermöglicht eine individuelle Bearbeitungsgebühr für jedes Paket.",module,Magento_Theme
"""Remember Me"" Default Value","""Remember Me""-Standardwert",module,Magento_Theme
"""Shipment Document Validation Error(s):\n"" .","""Versanddokumentvalidierungsfehler:\n"" .",module,Magento_Sales
"""Shipment Document Validation Error(s):\n"" .","""Versanddokumentvalidierungsfehler:\n"" .",module,Magento_Shipping
"""Static"" defines the expiration date as precisely when the balance increases. ""Dynamic"" does not have an expiration date, but calculates one when the balance is checked for expiry.","""Statisch"" definiert das Ablaufdatum genau dann, wenn sich das Guthaben erhöht. ""Dynamisch"" besitzt kein Ablaufdatum,errechnet allerdings eines wenn das Guthaben auf Ablauf gechecked wird.",module,Magento_Theme
(Allow),(Erlauben),module,Magento_Theme
(Copy data from: %1),(Kopiere Daten von: %1),module,Magento_Theme
(Copy data from: %1),(Kopiere Daten von: %1),module,Magento_Catalog
(Deny),(Verweigern),module,Magento_Theme
(Excl. Tax),(Exkl. Steuern),module,Magento_Theme
(Incl. Tax),(Inkl. Steuern),module,Magento_Theme
(no data),(Keine Daten),module,Magento_Theme
(now),(jetzt),module,Magento_Theme
[ deleted ],[ Gelöscht ],module,Magento_Theme
[ deleted ],[ gelöscht ],module,Magento_Backend
[%1 days ago],[vor %1 Tag(en)],module,Magento_Theme
[%1 hours ago],[vor %1 Stunde(n)],module,Magento_Theme
[%1 minutes ago],[vor %1 Minute(n)],module,Magento_Theme
[%1 months ago],[vor %1 Monat(en)],module,Magento_Theme
[%1 weeks ago],[vor %1 Woche(n)],module,Magento_Theme
[%1 years ago],[vor %1 Jahr(en)],module,Magento_Theme
[32mDictionary successfully processed.[39m,[32mWörterbuch erfolgreich verarbeitet.[39m,module,Magento_Theme
[deleted],[Gelöscht],module,Magento_Theme
[deleted],[gelöscht],module,Magento_Theme
[deleted],[gelöscht],module,Magento_Backend
[deleted],[gelöscht],module,Magento_Sales
[GLOBAL],[GLOBAL],module,Magento_Theme
[GLOBAL],[GLOBAL],module,Magento_Catalog
[GLOBAL],[GLOBAL],module,Magento_Config
[GLOBAL],[GLOBAL],module,Magento_Downloadable
[No Owner],[Kein Besitzer],module,Magento_Theme
[STORE VIEW],[STORE VIEW],module,Magento_Theme
[STORE VIEW],[STORE VIEW],module,Magento_Catalog
[STORE VIEW],[STORE VIEW],module,Magento_Config
[STORE VIEW],[STORE VIEW],module,Magento_Downloadable
[WEBSITE],[WEBSITE],module,Magento_Theme
[WEBSITE],[WEBSITE],module,Magento_Catalog
[WEBSITE],[WEBSITE],module,Magento_Config
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} wird in der Produktionsumgebung nicht empfohlen, um die Base Secure URL / Base Unsecure URL zu deklarieren. Es wird dringend empfohlen, diesen Wert in Magento zu ändern <a href=""%1"">Konfiguration</a>.",module,Magento_Theme
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","Es wird nicht empfohlen {{base_url}} in einer produktiven Umgebung zu benutzen, um die unsichere oder sichere Base URL (https/http) festzulegen. Es wird empfohlen diesen Wert in der Magento <a href=""%1"">configuration</a> festzulegen.",module,Magento_AdminNotification
{size},(Größe),module,Magento_Catalog
{size},(Größe),module,Magento_ConfigurableProduct
{size},(Größe),module,Magento_ProductVideo
{width}^{height} px,(Breite)^(Höhe) px,module,Magento_Catalog
{width}^{height} px,(Breite)^(Höhe) px,module,Magento_ConfigurableProduct
{width}^{height} px,(Breite)^(Höhe) px,module,Magento_ProductVideo
* - Enter custom price excluding tax,* - Benutzerdefinierten Preis ohne Steuer eingeben,module,Magento_Theme
* - Enter custom price excluding tax,* - Benutzerdefinierten Preis ohne Steuer eingeben,module,Magento_Sales
* - Enter custom price including tax,* - Benutzerdefinierten Preis inkl. Steuer eingeben,module,Magento_Theme
* - Enter custom price including tax,* - Benutzerdefinierten Preis inkl. Steuer eingeben,module,Magento_Sales
* applicable to visitors and registered customers,* anwendbar auf Besucher und registrierte Kunden,module,Magento_Theme
* Required Fields,* Pflichtfelder,module,Magento_Theme
* Required Fields,* Notwendige Felder,module,Magento_Bundle
* Required Fields,* Pflichtfelder,module,Magento_Catalog
* Required Fields,* Pflichtfelder,module,Magento_Contact
* Required Fields,* Pflichtfelder,module,Magento_Customer
* Required Fields,* Pflichtfelder,module,Magento_Review
* Required Fields,* Pflichtfelder,module,Magento_SendFriend
* Required Fields,* Pflichtfelder,module,Magento_Wishlist
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,"*' - entspricht jedem; 'xyz*' - entspricht jedem, der mit 'xyz' beginnt und nicht länger ist als %1.",module,Magento_Theme
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,"*' - passt zu allem; 'xyz*' - passt zu allem, das mit ""xyz"" beginnt und nicht länger als %1 ist.",module,Magento_Theme
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,"*' - entspricht jedem; 'xyz*' - entspricht jedem, der mit 'xyz' beginnt und nicht länger ist als %1.",module,Magento_Tax
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,"*' - entspricht jedem; 'xyz*' - entspricht jedem, der mit 'xyz' beginnt und nicht länger ist als %1.",module,Magento_Tax
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,"*' - entspricht jedem; 'xyz*' - entspricht jedem, der mit 'xyz' beginnt und nicht länger ist als %1.",module,Magento_Tax
&nbsp;,&nbsp;,module,Magento_Theme
# of Items (and above),# von Artikel (und höher),module,Magento_Theme
# of Items (and above),# von Artikel (und höher),module,Magento_OfflineShipping
# of Items vs. Destination,# von Artikel vs. Bestimmungsort,module,Magento_Theme
%1,%1,module,Magento_Catalog
%1,%1,module,Magento_Config
%1,%1,module,Magento_Email
%1,%1,module,Magento_Sales
%1,%1,module,Magento_Theme
%1,%1,module,Magento_Variable
%1,%1,module,Magento_Widget
%1 - %2,%1 - %2,module,Magento_Theme
%1 - Discounts and Coupons,%1 - Rabatte und Gutscheine,module,Magento_Theme
%1 - Special Products,%1 - Produkte im Sonderangebot,module,Magento_Theme
%1 (Default),%1 (Standard),module,Magento_Theme
%1 (Default),%1 (Standard),module,Magento_Config
%1 / %2 rate:,%1 / %2 Rate:,module,Magento_Theme
%1 & applied,%1 & angewandt,module,Magento_Theme
%1 %2,%1 %2,module,Magento_Theme
%1 %2 %3 %4 while %5 of these Conditions match:,"%1 %2 %3 %4, während %5 dieser Bedingungen übereinstimmen mit:",module,Magento_Theme
%1 <span>x</span> %2 <span>px.</span>,%1 <span>x</span> %2 <span>px.</span>,module,Magento_Theme
%1 = %2,%1 = %2,module,Magento_Theme
%1 already exist.,%1 existieren bereits,module,Magento_Theme
%1 already exists.,%1 existiert bereits,module,Magento_Theme
%1 An empty value is allowed as well.,%1 Ein leerer Wert ist auch erlaubt.,module,Magento_Theme
%1 and above,%1 und höher,module,Magento_Theme
%1 and greater,%1 und größer,module,Magento_Theme
%1 cache type(s) disabled.,%1 Cache-Typ(en) deaktiviert.,module,Magento_Theme
%1 cache type(s) disabled.,%1 Cachetyp (-en) deaktiviert.,module,Magento_Backend
%1 cache type(s) enabled.,%1 Cache-Typ(en) aktiviert.,module,Magento_Theme
%1 cache type(s) enabled.,%1 Cachetyp (-en) aktiviert.,module,Magento_Backend
%1 cache type(s) refreshed.,%1 Cache-Typ(en) aktualisiert.,module,Magento_Theme
%1 cache type(s) refreshed.,%1 Cachetyp (-en) aktualisiert.,module,Magento_Backend
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 Warenkorb-Preisregeln auf Basis vom ""%2"" Attribut wurden deaktiviert.",module,Magento_Theme
%1 class doesn't implement \Magento\Payment\Model\MethodInterface,%1-Klasse implementiert nicht \Magento\Payment\Model\MethodInterface,module,Magento_Theme
%1 class doesn't implement \Magento\Payment\Model\MethodInterface,%1-Klasse implementiert nicht \Magento\Payment\Model\MethodInterface,module,Magento_Payment
%1 coupon(s) have been generated.,%1 Gutschein(e) ist/sind generiert worden.,module,Magento_Theme
%1 coupon(s) have been generated.,%1 Gutschein(e) ist/sind generiert worden.,module,Magento_SalesRule
%1 does not contain field '%2',%1 enthält nicht das Feld '%2',module,Magento_Theme
%1 does not contain field 'file',%1 enthält nicht das Feld 'file',module,Magento_Theme
%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,%1 erweitert nicht \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,module,Magento_Theme
%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,%1 erweitert nicht \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,module,Magento_Catalog
%1 doesn't extend \Magento\Catalog\Model\Resource\Product\Indexer\Price\DefaultPrice,%1 erweitert nicht \Magento\Catalog\Model\Resource\Product\Indexer\Price\DefaultPrice,module,Magento_Theme
